file,#var,#clause,#literal
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring4.cnf, 666, 1978, 5090
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_device_1_linear.cnf, 836, 2553, 6709
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_even1.cnf, 1916, 5799, 14749
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_2_linear.cnf, 1090, 3209, 8505
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case15.cnf, 234, 554, 1491
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case124.cnf, 79, 179, 467
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case214.cnf, 552, 1515, 3687
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_3.cnf, 180, 481, 1227
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case26.cnf, 32, 78, 208
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_even3.cnf, 2880, 8594, 21866
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_ptb_1.cnf, 724, 2116, 5316
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_device_1_even_linear.cnf, 1437, 4163, 10969
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case131.cnf, 228, 900, 2482
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case146.cnf, 169, 376, 1004
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case62.cnf, 162, 539, 1439
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_1.cnf, 191, 504, 1294
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case203.cnf, 188, 483, 1241
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case12.cnf, 541, 1636, 4350
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_4_b14_even.cnf, 951, 2641, 6665
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring25.cnf, 440, 1558, 4236
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case114.cnf, 230, 967, 2617
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case138.cnf, 730, 1798, 4780
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case18.cnf, 328, 941, 2537
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_even2.cnf, 1907, 5775, 14681
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case211.cnf, 653, 1969, 4978
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case40.cnf, 198, 471, 1253
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_even2_linear.cnf, 6227, 19592, 50744
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case68.cnf, 120, 332, 896
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring8.cnf, 838, 2613, 6815
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_4_b14_even.cnf, 951, 2641, 6665
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring2.cnf, 662, 1962, 5044
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case1.cnf, 98, 324, 887
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case19.cnf, 274, 698, 1817
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case11.cnf, 66, 209, 568
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case10.cnf, 234, 554, 1491
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case106.cnf, 145, 307, 823
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring60.cnf, 4151, 12595, 32475
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case137.cnf, 37, 56, 134
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_3.cnf, 180, 481, 1227
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring29.cnf, 689, 2601, 7187
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case110.cnf, 142, 624, 1680
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring27.cnf, 441, 1556, 4231
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case38.cnf, 82, 298, 798
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case115.cnf, 231, 970, 2626
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case8.cnf, 99, 296, 804
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 6177, 18935, 48958
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf, 1386, 4790, 12820
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring28.cnf, 588, 2156, 5856
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring41.cnf, 2804, 8712, 22750
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case120.cnf, 186, 510, 1366
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf, 2130, 6853, 17733
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case14.cnf, 184, 427, 1138
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf, 1916, 5799, 14749
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case21.cnf, 54, 158, 431
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case64.cnf, 43, 109, 308
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring12.cnf, 1126, 3698, 9699
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b11_1.cnf, 212, 571, 1513
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring16.cnf, 1256, 4188, 11077
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case117.cnf, 152, 676, 1823
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring9.cnf, 1064, 3547, 9334
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf, 1005, 2918, 7730
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_1.cnf, 191, 504, 1294
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_2.cnf, 186, 492, 1258
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf, 1544, 4688, 12106
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case25.cnf, 49, 126, 328
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case33.cnf, 32, 78, 208
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring51.cnf, 319, 1005, 2747
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case39.cnf, 198, 471, 1253
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_even2.cnf, 1907, 5775, 14681
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case136.cnf, 116, 261, 681
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case213.cnf, 552, 1515, 3687
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case44.cnf, 110, 377, 1009
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case125.cnf, 177, 603, 1589
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring11.cnf, 729, 2286, 6000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring22.cnf, 346, 1083, 2825
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case30.cnf, 49, 126, 328
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case141.cnf, 2471, 6855, 18571
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case47.cnf, 81, 192, 491
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring6.cnf, 662, 1958, 5032
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case57.cnf, 159, 535, 1429
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case132.cnf, 124, 348, 943
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case34.cnf, 207, 705, 1903
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring40.cnf, 2788, 8640, 22534
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_ptb_2.cnf, 2429, 7672, 19746
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring23.cnf, 357, 1129, 2957
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_even.cnf, 799, 2217, 5601
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring3.cnf, 662, 1958, 5032
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case36.cnf, 25, 69, 195
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case22.cnf, 54, 158, 431
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case103.cnf, 22, 51, 140
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case135.cnf, 124, 348, 943
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_3.cnf, 180, 481, 1227
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case202.cnf, 177, 455, 1161
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 2953, 9440, 24568
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case20.cnf, 274, 698, 1817
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case209.cnf, 851, 2334, 5700
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case142.cnf, 1807, 5008, 13524
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_even.cnf, 799, 2217, 5601
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring21.cnf, 348, 1093, 2855
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf, 388, 1204, 3108
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case23.cnf, 37, 93, 253
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_1.cnf, 242, 739, 1895
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case204.cnf, 188, 483, 1241
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf, 388, 1204, 3108
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case32.cnf, 32, 78, 208
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case119.cnf, 179, 479, 1275
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring7.cnf, 1223, 4247, 11308
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case100.cnf, 46, 80, 202
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf, 799, 2217, 5601
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 6227, 19592, 50744
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf, 6177, 18935, 48958
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case101.cnf, 46, 80, 202
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring30.cnf, 588, 2161, 5869
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case45.cnf, 68, 221, 586
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case212.cnf, 851, 2334, 5700
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_2.cnf, 186, 492, 1258
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case134.cnf, 37, 56, 134
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case208.cnf, 777, 1943, 4761
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case59.cnf, 43, 109, 308
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case104.cnf, 1972, 5858, 16005
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf, 242, 739, 1895
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case35.cnf, 204, 610, 1629
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case140.cnf, 398, 897, 2367
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case43.cnf, 68, 221, 586
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_2.cnf, 186, 492, 1258
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case59_1.cnf, 43, 109, 308
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring24.cnf, 346, 1083, 2825
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_2.cnf, 388, 1204, 3108
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case49.cnf, 650, 2952, 7620
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case111.cnf, 149, 668, 1799
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf, 1916, 5799, 14749
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b11_1.cnf, 212, 571, 1513
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case51.cnf, 97, 267, 659
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case145.cnf, 169, 376, 1004
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case61.cnf, 180, 407, 1087
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case3.cnf, 145, 538, 1520
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case6.cnf, 180, 470, 1255
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case17.cnf, 37, 93, 253
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf, 810, 2245, 5681
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case126.cnf, 144, 437, 1158
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case108.cnf, 154, 619, 1791
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case27.cnf, 32, 78, 208
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_ptb_1.cnf, 1023, 2935, 7329
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf, 2880, 8594, 21866
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf, 724, 2116, 5316
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case105.cnf, 143, 302, 808
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case31.cnf, 32, 78, 208
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring5.cnf, 662, 1958, 5032
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case41.cnf, 198, 471, 1253
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_1.cnf, 191, 504, 1294
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 6227, 19592, 50744
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case205.cnf, 188, 483, 1241
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring26.cnf, 498, 1779, 4876
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case50.cnf, 455, 1652, 4168
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case63.cnf, 45, 118, 335
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_1.cnf, 242, 739, 1895
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case130.cnf, 360, 1122, 3064
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case127.cnf, 23, 57, 143
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case24.cnf, 41, 105, 283
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case53.cnf, 97, 267, 659
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf, 1191, 4124, 11064
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case133.cnf, 116, 261, 681
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case201.cnf, 177, 455, 1161
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case139.cnf, 640, 1472, 3930
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring1.cnf, 670, 1990, 5122
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf, 1280, 3861, 10221
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case37.cnf, 958, 2835, 7659
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring20.cnf, 346, 1087, 2838
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring42.cnf, 2788, 8640, 22534
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case107.cnf, 502, 1237, 3337
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case116.cnf, 231, 970, 2626
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case112.cnf, 90, 313, 856
/home/users/ozeyen/Benchmarks/UserServiceImpl.sk_8_32.cnf, 542, 1894, 4365
/home/users/ozeyen/Benchmarks/71.sk_3_65.cnf, 336, 1637, 4184
/home/users/ozeyen/Benchmarks/30.sk_5_76.cnf, 159, 381, 919
/home/users/ozeyen/Benchmarks/SetTest.sk_9_21.cnf, 13, 96, 263
/home/users/ozeyen/Benchmarks/ConcreteActivityService.sk_13_28.cnf, 761, 2907, 6796
/home/users/ozeyen/Benchmarks/55.sk_3_46.cnf, 83, 165, 386
/home/users/ozeyen/Benchmarks/tutorial2.sk_3_4.cnf, 3, 1, 1
/home/users/ozeyen/Benchmarks/LoginService2.sk_23_36.cnf, 2408, 11105, 25266
/home/users/ozeyen/Benchmarks/tableBasedAddition.sk_240_1024.cnf, 66, 1, 1
/home/users/ozeyen/Benchmarks/PhaseService.sk_14_27.cnf, 745, 2891, 6643
/home/users/ozeyen/Benchmarks/107.sk_3_90.cnf, 117, 160, 372
/home/users/ozeyen/Benchmarks/109.sk_4_36.cnf, 66, 140, 327
/home/users/ozeyen/Benchmarks/63.sk_3_64.cnf, 122, 269, 626
/home/users/ozeyen/Benchmarks/ActivityService2.sk_10_27.cnf, 627, 2255, 5199
/home/users/ozeyen/Benchmarks/doublyLinkedList.sk_8_37.cnf, 300, 1125, 2703
/home/users/ozeyen/Benchmarks/56.sk_6_38.cnf, 80, 193, 455
/home/users/ozeyen/Benchmarks/LoginService.sk_20_34.cnf, 1418, 5641, 13074
/home/users/ozeyen/Benchmarks/29.sk_3_45.cnf, 64, 109, 259
/home/users/ozeyen/Benchmarks/7.sk_4_50.cnf, 72, 117, 272
/home/users/ozeyen/Benchmarks/polynomial.sk_7_25.cnf, 27, 100, 286
/home/users/ozeyen/Benchmarks/ProcessBean.sk_8_64.cnf, 1806, 7535, 17365
/home/users/ozeyen/Benchmarks/FeatureModels/phycore.cnf, 710, 1549, 3458
/home/users/ozeyen/Benchmarks/FeatureModels/integrator_arm9.cnf, 769, 2854, 6958
/home/users/ozeyen/Benchmarks/FeatureModels/iq80310.cnf, 698, 1564, 3500
/home/users/ozeyen/Benchmarks/Pollard.sk_1_10.cnf, 3406, 20015, 56892
/home/users/ozeyen/Benchmarks/sort.sk_8_52.cnf, 2243, 10500, 26036
/home/users/ozeyen/Benchmarks/FeatureModels/pc_i82544.cnf, 687, 1536, 3435
/home/users/ozeyen/Benchmarks/FeatureModels/snds.cnf, 673, 1522, 3413
/home/users/ozeyen/Benchmarks/FeatureModels/prpmc1100.cnf, 671, 1491, 3332
/home/users/ozeyen/Benchmarks/FeatureModels/XSEngine.cnf, 714, 1573, 3517
/home/users/ozeyen/Benchmarks/FeatureModels/mbx.cnf, 699, 1517, 3385
/home/users/ozeyen/Benchmarks/FeatureModels/flexanet.cnf, 704, 1609, 3607
/home/users/ozeyen/Benchmarks/FeatureModels/cme555.cnf, 690, 1487, 3316
/home/users/ozeyen/Benchmarks/FeatureModels/uE250.cnf, 688, 1550, 3472
/home/users/ozeyen/Benchmarks/FeatureModels/eb40.cnf, 678, 1517, 3394
/home/users/ozeyen/Benchmarks/FeatureModels/at91sam7xek.cnf, 719, 1607, 3599
/home/users/ozeyen/Benchmarks/FeatureModels/aaed2000.cnf, 778, 2834, 6905
/home/users/ozeyen/Benchmarks/FeatureModels/npwr.cnf, 698, 1565, 3502
/home/users/ozeyen/Benchmarks/FeatureModels/sh7708.cnf, 721, 2022, 4649
/home/users/ozeyen/Benchmarks/FeatureModels/m5272c3.cnf, 685, 1515, 3390
/home/users/ozeyen/Benchmarks/FeatureModels/edosk2674.cnf, 649, 1445, 3236
/home/users/ozeyen/Benchmarks/FeatureModels/assabet.cnf, 689, 1552, 3470
/home/users/ozeyen/Benchmarks/FeatureModels/mcb2100.cnf, 678, 1512, 3384
/home/users/ozeyen/Benchmarks/FeatureModels/vrc4375.cnf, 702, 1517, 3383
/home/users/ozeyen/Benchmarks/FeatureModels/ebsa285.cnf, 706, 1619, 3638
/home/users/ozeyen/Benchmarks/FeatureModels/aeb.cnf, 669, 1512, 3384
/home/users/ozeyen/Benchmarks/FeatureModels/frv400.cnf, 691, 1503, 3356
/home/users/ozeyen/Benchmarks/FeatureModels/e7t.cnf, 719, 1580, 3532
/home/users/ozeyen/Benchmarks/FeatureModels/pc_usb_d12.cnf, 694, 1536, 3423
/home/users/ozeyen/Benchmarks/FeatureModels/mb93091.cnf, 699, 1528, 3415
/home/users/ozeyen/Benchmarks/FeatureModels/calm16_ceb.cnf, 635, 1398, 3120
/home/users/ozeyen/Benchmarks/FeatureModels/brutus.cnf, 665, 1486, 3320
/home/users/ozeyen/Benchmarks/FeatureModels/ixdp425.cnf, 693, 1553, 3477
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_leon.cnf, 630, 1379, 3081
/home/users/ozeyen/Benchmarks/FeatureModels/sa1100mm.cnf, 666, 1489, 3327
/home/users/ozeyen/Benchmarks/FeatureModels/asb2305.cnf, 673, 1443, 3213
/home/users/ozeyen/Benchmarks/FeatureModels/linux.cnf, 681, 1576, 3557
/home/users/ozeyen/Benchmarks/FeatureModels/lpcmt.cnf, 678, 1512, 3384
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_erc32.cnf, 630, 1379, 3081
/home/users/ozeyen/Benchmarks/FeatureModels/dreamcast.cnf, 670, 1496, 3351
/home/users/ozeyen/Benchmarks/FeatureModels/olpcl2294.cnf, 700, 1579, 3541
/home/users/ozeyen/Benchmarks/FeatureModels/h8s_sim.cnf, 632, 1381, 3085
/home/users/ozeyen/Benchmarks/FeatureModels/ec555.cnf, 690, 1487, 3316
/home/users/ozeyen/Benchmarks/FeatureModels/fads.cnf, 640, 1390, 3104
/home/users/ozeyen/Benchmarks/FeatureModels/cerf.cnf, 706, 1609, 3606
/home/users/ozeyen/Benchmarks/FeatureModels/smdk2410.cnf, 760, 2773, 6761
/home/users/ozeyen/Benchmarks/FeatureModels/integrator_arm7.cnf, 705, 1598, 3580
/home/users/ozeyen/Benchmarks/FeatureModels/mace1.cnf, 670, 1489, 3329
/home/users/ozeyen/Benchmarks/FeatureModels/picasso.cnf, 687, 1548, 3468
/home/users/ozeyen/Benchmarks/FeatureModels/pati.cnf, 671, 1490, 3334
/home/users/ozeyen/Benchmarks/FeatureModels/asb.cnf, 672, 1442, 3211
/home/users/ozeyen/Benchmarks/FeatureModels/nano.cnf, 711, 1623, 3645
/home/users/ozeyen/Benchmarks/FeatureModels/olpch2294.cnf, 682, 1520, 3401
/home/users/ozeyen/Benchmarks/FeatureModels/cma28x.cnf, 647, 1412, 3150
/home/users/ozeyen/Benchmarks/FeatureModels/eb55.cnf, 686, 1536, 3435
/home/users/ozeyen/Benchmarks/FeatureModels/vads.cnf, 678, 1515, 3392
/home/users/ozeyen/Benchmarks/FeatureModels/iq80321.cnf, 697, 1564, 3500
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 677, 1507, 3373
