file,#var,#clause,#literal
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case124.cnf, 133, 386, 1070
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case112.cnf, 137, 520, 1504
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case38.cnf, 143, 568, 1646
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case55.cnf, 149, 442, 1180
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case8.cnf, 160, 525, 1483
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case105.cnf, 170, 407, 1121
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case44.cnf, 173, 651, 1871
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case46.cnf, 176, 660, 1892
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case5.cnf, 176, 518, 1440
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case68.cnf, 178, 553, 1541
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case1.cnf, 187, 681, 1937
/home/users/ozeyen/Benchmarks/V3/s344_3_2.cnf, 197, 464, 1046
/home/users/ozeyen/Benchmarks/V3/s349_3_2.cnf, 198, 469, 1059
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case201.cnf, 200, 544, 1426
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case202.cnf, 200, 544, 1426
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case56.cnf, 202, 722, 2052
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case54.cnf, 203, 725, 2059
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case106.cnf, 204, 509, 1367
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case108.cnf, 205, 800, 2332
/home/users/ozeyen/Benchmarks/V3/s298_3_2.cnf, 205, 510, 1154
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case133.cnf, 211, 615, 1703
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case136.cnf, 211, 615, 1703
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case203.cnf, 214, 580, 1526
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case204.cnf, 214, 580, 1526
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case205.cnf, 214, 580, 1526
/home/users/ozeyen/Benchmarks/V7/s344_7_4.cnf, 215, 540, 1266
/home/users/ozeyen/Benchmarks/V7/s349_7_4.cnf, 216, 545, 1279
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case145.cnf, 219, 558, 1520
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case146.cnf, 219, 558, 1520
/home/users/ozeyen/Benchmarks/V7/s298_7_4.cnf, 223, 586, 1374
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case132.cnf, 236, 708, 1956
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case135.cnf, 236, 708, 1956
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_1.cnf, 238, 681, 1810
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_1.cnf, 238, 681, 1810
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_1.cnf, 238, 681, 1810
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case109.cnf, 241, 915, 2647
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case39.cnf, 245, 650, 1782
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case40.cnf, 245, 650, 1782
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case41.cnf, 245, 650, 1782
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case14.cnf, 247, 649, 1785
/home/users/ozeyen/Benchmarks/V3/s382_3_2.cnf, 263, 635, 1427
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case119.cnf, 267, 787, 2173
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case123.cnf, 267, 980, 2798
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_2.cnf, 270, 805, 2158
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_2.cnf, 270, 805, 2158
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_2.cnf, 270, 805, 2158
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case9.cnf, 279, 753, 2054
/home/users/ozeyen/Benchmarks/V7/s382_7_4.cnf, 281, 711, 1647
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case61.cnf, 282, 753, 2019
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case120.cnf, 284, 851, 2357
/home/users/ozeyen/Benchmarks/V15/s344_15_7.cnf, 284, 824, 2102
/home/users/ozeyen/Benchmarks/V15/s349_15_7.cnf, 285, 829, 2115
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case110.cnf, 287, 1263, 3719
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case57.cnf, 288, 1158, 3382
/home/users/ozeyen/Benchmarks/V3/s444_3_2.cnf, 290, 712, 1604
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case121.cnf, 291, 975, 2745
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case62.cnf, 291, 1165, 3401
/home/users/ozeyen/Benchmarks/V15/s298_15_7.cnf, 292, 870, 2210
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case3.cnf, 294, 1110, 3174
/home/users/ozeyen/Benchmarks/V3/s420_3_2.cnf, 294, 694, 1562
/home/users/ozeyen/Benchmarks/V3/s420_new1_3_2.cnf, 294, 694, 1562
/home/users/ozeyen/Benchmarks/V3/s420_new_3_2.cnf, 294, 694, 1562
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case15.cnf, 296, 774, 2134
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case2.cnf, 296, 1116, 3188
/home/users/ozeyen/Benchmarks/V3/s510_3_2.cnf, 298, 768, 1758
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case126.cnf, 302, 1129, 3227
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_3.cnf, 304, 941, 2544
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_3.cnf, 304, 941, 2544
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_3.cnf, 304, 941, 2544
/home/users/ozeyen/Benchmarks/V7/s444_7_4.cnf, 308, 788, 1824
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case111.cnf, 306, 1358, 4004
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case113.cnf, 309, 1367, 4031
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case117.cnf, 309, 1367, 4031
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case118.cnf, 309, 1367, 4031
/home/users/ozeyen/Benchmarks/V7/s420_7_4.cnf, 312, 770, 1782
/home/users/ozeyen/Benchmarks/V7/s420_new1_7_4.cnf, 312, 770, 1782
/home/users/ozeyen/Benchmarks/V7/s420_new_7_4.cnf, 312, 770, 1782
/home/users/ozeyen/Benchmarks/polynomial.sk_7_25.cnf, 313, 1027, 2702
/home/users/ozeyen/Benchmarks/V7/s510_7_4.cnf, 316, 844, 1978
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case122.cnf, 314, 1258, 3634
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case10.cnf, 328, 878, 2403
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case6.cnf, 329, 996, 2726
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b11_1.cnf, 340, 1026, 2784
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b11_1.cnf, 340, 1026, 2784
/home/users/ozeyen/Benchmarks/V15/s510_15_7.cnf, 340, 948, 2274
/home/users/ozeyen/Benchmarks/V15/s382_15_7.cnf, 350, 995, 2483
/home/users/ozeyen/Benchmarks/V15/s420_new_15_7.cnf, 351, 934, 2258
/home/users/ozeyen/Benchmarks/V3/s526_3_2.cnf, 365, 943, 2147
/home/users/ozeyen/Benchmarks/V15/s420_15_7.cnf, 366, 994, 2438
/home/users/ozeyen/Benchmarks/V15/s420_new1_15_7.cnf, 366, 994, 2438
/home/users/ozeyen/Benchmarks/V3/s526a_3_2.cnf, 366, 944, 2148
/home/users/ozeyen/Benchmarks/registerlesSwap.sk_3_10.cnf, 372, 1493, 3618
/home/users/ozeyen/Benchmarks/V15/s444_15_7.cnf, 377, 1072, 2660
/home/users/ozeyen/Benchmarks/V7/s526_7_4.cnf, 383, 1019, 2367
/home/users/ozeyen/Benchmarks/V7/s526a_7_4.cnf, 384, 1020, 2368
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case19.cnf, 397, 1126, 3015
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case125.cnf, 393, 1555, 4481
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case20.cnf, 397, 1126, 3015
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case35.cnf, 400, 1414, 4002
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case34.cnf, 409, 1597, 4601
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_1.cnf, 427, 1385, 3707
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case143.cnf, 427, 1592, 4548
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf, 427, 1385, 3707
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_1.cnf, 427, 1385, 3707
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case114.cnf, 428, 1851, 5441
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case115.cnf, 428, 1851, 5441
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case131.cnf, 432, 1830, 5398
/home/users/ozeyen/Benchmarks/V15/s526_15_7.cnf, 452, 1303, 3203
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case116.cnf, 438, 1881, 5513
/home/users/ozeyen/Benchmarks/V15/s526a_15_7.cnf, 453, 1304, 3204
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case140.cnf, 488, 1222, 3278
/home/users/ozeyen/Benchmarks/V3/s641_3_2.cnf, 489, 1039, 2247
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring51.cnf, 496, 1947, 5675
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring50.cnf, 500, 1965, 5729
/home/users/ozeyen/Benchmarks/V7/s641_7_4.cnf, 507, 1115, 2467
/home/users/ozeyen/Benchmarks/V3/s713_3_2.cnf, 509, 1117, 2441
/home/users/ozeyen/Benchmarks/V3/s953a_3_2.cnf, 515, 1297, 2951
/home/users/ozeyen/Benchmarks/V7/s713_7_4.cnf, 527, 1193, 2661
/home/users/ozeyen/Benchmarks/V7/s953a_7_4.cnf, 533, 1373, 3171
/home/users/ozeyen/Benchmarks/FMEasy/toybox2.cnf, 544, 1020, 1931
/home/users/ozeyen/Benchmarks/FMEasy/toybox.cnf, 544, 1020, 1931
/home/users/ozeyen/Benchmarks/V15/s641_15_7.cnf, 576, 1399, 3303
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case18.cnf, 579, 1815, 5011
/home/users/ozeyen/Benchmarks/V15/s713_15_7.cnf, 596, 1477, 3497
/home/users/ozeyen/Benchmarks/V3/s820a_3_2.cnf, 598, 1627, 3731
/home/users/ozeyen/Benchmarks/V3/s838_3_2.cnf, 598, 1414, 3178
/home/users/ozeyen/Benchmarks/V15/s953a_15_7.cnf, 602, 1657, 4007
/home/users/ozeyen/Benchmarks/V3/s832a_3_2.cnf, 606, 1657, 3805
/home/users/ozeyen/Benchmarks/V7/s820a_7_4.cnf, 616, 1703, 3951
/home/users/ozeyen/Benchmarks/V7/s838_7_4.cnf, 616, 1490, 3398
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case107.cnf, 618, 1661, 4547
/home/users/ozeyen/Benchmarks/V7/s832a_7_4.cnf, 624, 1733, 4025
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case130.cnf, 644, 2056, 5732
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case214.cnf, 645, 1883, 4789
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case213.cnf, 648, 1891, 4808
/home/users/ozeyen/Benchmarks/FMEasy/axTLS.cnf, 684, 2155, 5921
/home/users/ozeyen/Benchmarks/V15/s820a_15_7.cnf, 685, 1987, 4787
/home/users/ozeyen/Benchmarks/V15/s838_15_7.cnf, 685, 1774, 4234
/home/users/ozeyen/Benchmarks/V3/s1238a_3_2.cnf, 686, 1850, 4242
/home/users/ozeyen/Benchmarks/V3/s1196a_3_2.cnf, 690, 1805, 4099
/home/users/ozeyen/Benchmarks/V15/s832a_15_7.cnf, 693, 2017, 4861
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring22.cnf, 695, 2193, 5903
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring24.cnf, 695, 2193, 5903
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring20.cnf, 696, 2198, 5918
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring21.cnf, 697, 2203, 5933
/home/users/ozeyen/Benchmarks/V7/s1238a_7_4.cnf, 704, 1926, 4462
/home/users/ozeyen/Benchmarks/V7/s1196a_7_4.cnf, 708, 1881, 4319
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring23.cnf, 710, 2268, 6128
/home/users/ozeyen/Benchmarks/GuidanceService2.sk_2_27.cnf, 715, 2181, 5092
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case12.cnf, 737, 2310, 6229
/home/users/ozeyen/Benchmarks/V15/s1238a_15_7.cnf, 773, 2210, 5298
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case144.cnf, 765, 2340, 6460
/home/users/ozeyen/Benchmarks/V15/s1196a_15_7.cnf, 777, 2165, 5155
/home/users/ozeyen/Benchmarks/V3/s1423a_3_2.cnf, 777, 1888, 4292
/home/users/ozeyen/Benchmarks/V7/s1423a_7_4.cnf, 795, 1964, 4512
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case207.cnf, 824, 2128, 5314
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b14_1.cnf, 812, 3000, 8537
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case208.cnf, 824, 2128, 5314
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_2.cnf, 827, 2725, 7268
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf, 827, 2725, 7268
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf, 827, 2725, 7268
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring27.cnf, 837, 2901, 8027
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case139.cnf, 846, 2163, 5751
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case50.cnf, 843, 3288, 9366
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case138.cnf, 849, 2253, 6121
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring25.cnf, 846, 2947, 8165
/home/users/ozeyen/Benchmarks/V3/s1488_3_2.cnf, 854, 2423, 5589
/home/users/ozeyen/Benchmarks/V15/s1423a_15_7.cnf, 864, 2248, 5348
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case211.cnf, 869, 2929, 7895
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case210.cnf, 872, 2937, 7914
/home/users/ozeyen/Benchmarks/V7/s1488_7_4.cnf, 872, 2499, 5809
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring70.cnf, 882, 2663, 7075
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring2.cnf, 885, 2809, 7513
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring3.cnf, 885, 2809, 7513
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring5.cnf, 885, 2809, 7513
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring6.cnf, 885, 2809, 7513
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring1.cnf, 891, 2839, 7603
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring4.cnf, 891, 2839, 7603
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case42.cnf, 903, 2735, 7517
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring26.cnf, 894, 3187, 8885
/home/users/ozeyen/Benchmarks/V15/s1488_15_7.cnf, 941, 2783, 6645
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf, 963, 3027, 7970
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_ptb_1.cnf, 966, 3035, 7989
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring11.cnf, 966, 3213, 8725
/home/users/ozeyen/Benchmarks/tableBasedAddition.sk_240_1024.cnf, 1026, 961, 961
/home/users/ozeyen/Benchmarks/GuidanceService.sk_4_27.cnf, 988, 3088, 7219
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring30.cnf, 1031, 3693, 10223
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring28.cnf, 1060, 3839, 10661
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case37.cnf, 1084, 3159, 8485
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring10.cnf, 1099, 3632, 9800
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring8.cnf, 1101, 3642, 9830
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring29.cnf, 1141, 4248, 11888
/home/users/ozeyen/Benchmarks/FeatureModels/am31_sim.cnf, 1165, 2968, 7992
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_erc32.cnf, 1168, 2972, 8000
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_leon.cnf, 1168, 2972, 8000
/home/users/ozeyen/Benchmarks/FeatureModels/sparclite_sim.cnf, 1168, 2972, 8000
/home/users/ozeyen/Benchmarks/FeatureModels/calm16_ceb.cnf, 1173, 2990, 8037
/home/users/ozeyen/Benchmarks/FeatureModels/calm32_ceb.cnf, 1173, 2990, 8037
/home/users/ozeyen/Benchmarks/FeatureModels/tx39_sim.cnf, 1179, 2988, 8030
/home/users/ozeyen/Benchmarks/FeatureModels/psim.cnf, 1181, 2995, 8048
/home/users/ozeyen/Benchmarks/FeatureModels/h8300h_sim.cnf, 1182, 3001, 8056
/home/users/ozeyen/Benchmarks/FeatureModels/h8s_sim.cnf, 1183, 3003, 8060
/home/users/ozeyen/Benchmarks/FeatureModels/sleb.cnf, 1188, 3009, 8074
/home/users/ozeyen/Benchmarks/FeatureModels/fads.cnf, 1187, 3008, 8075
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case209.cnf, 1189, 3477, 8733
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case212.cnf, 1189, 3477, 8733
/home/users/ozeyen/Benchmarks/FeatureModels/ceb_v850.cnf, 1189, 3025, 8114
/home/users/ozeyen/Benchmarks/FeatureModels/stdeval1.cnf, 1190, 3049, 8207
/home/users/ozeyen/Benchmarks/FeatureModels/edosk2674.cnf, 1194, 3034, 8131
/home/users/ozeyen/Benchmarks/FeatureModels/jmr3904.cnf, 1199, 3035, 8127
/home/users/ozeyen/Benchmarks/FeatureModels/h8max.cnf, 1202, 3072, 8257
/home/users/ozeyen/Benchmarks/FeatureModels/cma28x.cnf, 1204, 3051, 8163
/home/users/ozeyen/Benchmarks/FeatureModels/aki3068net.cnf, 1207, 3080, 8273
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 1209, 3066, 8202
/home/users/ozeyen/Benchmarks/FeatureModels/cma230.cnf, 1212, 3739, 14770
/home/users/ozeyen/Benchmarks/FeatureModels/aeb.cnf, 1213, 3767, 14876
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, 1216, 3078, 8226
/home/users/ozeyen/Benchmarks/FeatureModels/skmb91302.cnf, 1217, 3052, 8165
/home/users/ozeyen/Benchmarks/FeatureModels/gps4020.cnf, 1213, 3743, 14780
/home/users/ozeyen/Benchmarks/FeatureModels/mpc50.cnf, 1213, 3728, 14744
/home/users/ozeyen/Benchmarks/FeatureModels/ref4955.cnf, 1218, 3099, 8307
/home/users/ozeyen/Benchmarks/FeatureModels/snds.cnf, 1218, 3748, 14780
/home/users/ozeyen/Benchmarks/FeatureModels/sa1100mm.cnf, 1222, 3760, 14811
/home/users/ozeyen/Benchmarks/FeatureModels/brutus.cnf, 1221, 3754, 14794
/home/users/ozeyen/Benchmarks/FeatureModels/mb93093.cnf, 1230, 3083, 8235
/home/users/ozeyen/Benchmarks/FeatureModels/pid.cnf, 1229, 3778, 14848
/home/users/ozeyen/Benchmarks/FeatureModels/prpmc1100.cnf, 1223, 3754, 14801
/home/users/ozeyen/Benchmarks/FeatureModels/asb.cnf, 1231, 3081, 8223
/home/users/ozeyen/Benchmarks/FeatureModels/linux.cnf, 1232, 3154, 8503
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips32_4kc.cnf, 1232, 3213, 8724
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 1232, 3212, 8722
/home/users/ozeyen/Benchmarks/FeatureModels/csb281.cnf, 1233, 3114, 8303
/home/users/ozeyen/Benchmarks/FeatureModels/mac7100evb.cnf, 1234, 3770, 14829
/home/users/ozeyen/Benchmarks/FeatureModels/eb42.cnf, 1234, 3779, 14848
/home/users/ozeyen/Benchmarks/FeatureModels/frv400.cnf, 1238, 3096, 8261
/home/users/ozeyen/Benchmarks/FeatureModels/mace1.cnf, 1234, 3770, 14829
/home/users/ozeyen/Benchmarks/FeatureModels/ts6.cnf, 1240, 3235, 8773
/home/users/ozeyen/Benchmarks/FeatureModels/eb40.cnf, 1240, 3816, 14972
/home/users/ozeyen/Benchmarks/FeatureModels/vads.cnf, 1240, 3235, 8773
/home/users/ozeyen/Benchmarks/FeatureModels/eb40a.cnf, 1241, 3817, 14974
/home/users/ozeyen/Benchmarks/FeatureModels/asb2305.cnf, 1242, 3101, 8262
/home/users/ozeyen/Benchmarks/FeatureModels/jtst.cnf, 1241, 3818, 14976
/home/users/ozeyen/Benchmarks/FeatureModels/grg.cnf, 1241, 3792, 14880
/home/users/ozeyen/Benchmarks/FMEasy/ecos-icse11.cnf, 1244, 3146, 8404
/home/users/ozeyen/Benchmarks/FeatureModels/ebsa285.cnf, 1245, 3832, 15020
/home/users/ozeyen/Benchmarks/FeatureModels/vrc4373.cnf, 1247, 3104, 8269
/home/users/ozeyen/Benchmarks/FeatureModels/edb7xxx.cnf, 1246, 3812, 14920
/home/users/ozeyen/Benchmarks/FeatureModels/ixdp425.cnf, 1247, 3799, 14890
/home/users/ozeyen/Benchmarks/FeatureModels/pati.cnf, 1248, 3266, 8877
/home/users/ozeyen/Benchmarks/FeatureModels/picasso.cnf, 1248, 3808, 14915
