file,state_z3,mem_z3,time_z3
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case112.cnf, done, 23089, 0.00224629
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case38.cnf, done, 23089, 0.00223778
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case55.cnf, done, 23089, 0.00332973
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case8.cnf, done, 23089, 0.00223304
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case105.cnf, done, 23089, 0.00222288
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case44.cnf, done, 23089, 0.0022211
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case46.cnf, done, 23089, 0.00223353
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case5.cnf, done, 23089, 0.00223572
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case68.cnf, done, 23089, 0.00218562
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case1.cnf, done, 23089, 0.00223741
/home/users/ozeyen/Benchmarks/V3/s344_3_2.cnf, done, 23388, 0.00336869
/home/users/ozeyen/Benchmarks/V3/s349_3_2.cnf, done, 23523, 0.00329065
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case201.cnf, done, 23089, 0.00220915
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case202.cnf, done, 23252, 0.00335243
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case56.cnf, done, 23089, 0.00222777
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case54.cnf, done, 23089, 0.00218158
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case106.cnf, done, 23089, 0.00218465
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case108.cnf, done, 23089, 0.00224677
/home/users/ozeyen/Benchmarks/V3/s298_3_2.cnf, done, 23117, 0.00222715
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case133.cnf, done, 23089, 0.00217516
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case136.cnf, done, 23089, 0.00220991
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case203.cnf, done, 23089, 0.00218476
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case204.cnf, done, 23089, 0.00223286
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case205.cnf, done, 23089, 0.00329516
/home/users/ozeyen/Benchmarks/V7/s344_7_4.cnf, done, 23523, 0.0033514
/home/users/ozeyen/Benchmarks/V7/s349_7_4.cnf, done, 23523, 0.00336814
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case145.cnf, done, 23089, 0.00223907
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case146.cnf, done, 23089, 0.0032443
/home/users/ozeyen/Benchmarks/V7/s298_7_4.cnf, done, 23089, 0.00223224
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case132.cnf, done, 23089, 0.00328022
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case135.cnf, done, 23089, 0.00225591
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_1.cnf, done, 23576, 0.00336566
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_1.cnf, done, 23089, 0.0033089
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_1.cnf, done, 23089, 0.00230617
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case109.cnf, done, 23523, 0.0033272
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case39.cnf, done, 23089, 0.00221659
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case40.cnf, done, 23089, 0.00222747
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case41.cnf, done, 23089, 0.00218937
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case14.cnf, done, 23089, 0.00223376
/home/users/ozeyen/Benchmarks/V3/s382_3_2.cnf, done, 23089, 0.00222754
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case119.cnf, done, 23089, 0.00223067
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case123.cnf, done, 23089, 0.00218777
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_2.cnf, done, 23441, 0.00331179
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_2.cnf, done, 23576, 0.00338731
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_2.cnf, done, 23576, 0.00341918
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case9.cnf, done, 23580, 0.00332662
/home/users/ozeyen/Benchmarks/V7/s382_7_4.cnf, done, 23527, 0.00329636
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case61.cnf, done, 23089, 0.00241367
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case120.cnf, done, 23089, 0.00330619
/home/users/ozeyen/Benchmarks/V15/s344_15_7.cnf, done, 23089, 0.00335306
/home/users/ozeyen/Benchmarks/V15/s349_15_7.cnf, done, 23089, 0.00237494
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case110.cnf, done, 23580, 0.00332224
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case57.cnf, done, 23445, 0.00331052
/home/users/ozeyen/Benchmarks/V3/s444_3_2.cnf, done, 23523, 0.00345727
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case121.cnf, done, 23089, 0.00330884
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case62.cnf, done, 23252, 0.00336258
/home/users/ozeyen/Benchmarks/V15/s298_15_7.cnf, done, 23089, 0.00331545
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case3.cnf, done, 23523, 0.00327442
/home/users/ozeyen/Benchmarks/V3/s420_3_2.cnf, done, 23089, 0.00222467
/home/users/ozeyen/Benchmarks/V3/s420_new1_3_2.cnf, done, 23089, 0.00218924
/home/users/ozeyen/Benchmarks/V3/s420_new_3_2.cnf, done, 23089, 0.00217882
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case15.cnf, done, 23089, 0.00222058
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case2.cnf, done, 23089, 0.00330255
/home/users/ozeyen/Benchmarks/V3/s510_3_2.cnf, done, 23523, 0.00332627
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case126.cnf, done, 23580, 0.00328162
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_3.cnf, done, 23576, 0.00333964
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_3.cnf, done, 23089, 0.0033191
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_3.cnf, done, 23089, 0.00222873
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case111.cnf, done, 23089, 0.00331557
/home/users/ozeyen/Benchmarks/V7/s444_7_4.cnf, done, 23089, 0.00232029
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case113.cnf, done, 23089, 0.00323575
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case117.cnf, done, 23089, 0.00233336
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case118.cnf, done, 23580, 0.00331939
/home/users/ozeyen/Benchmarks/V7/s420_7_4.cnf, done, 23089, 0.00331784
/home/users/ozeyen/Benchmarks/V7/s420_new1_7_4.cnf, done, 23089, 0.00344331
/home/users/ozeyen/Benchmarks/V7/s420_new_7_4.cnf, done, 23252, 0.00338309
/home/users/ozeyen/Benchmarks/polynomial.sk_7_25.cnf, done, 23089, 0.00328233
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case122.cnf, done, 23089, 0.00327345
/home/users/ozeyen/Benchmarks/V7/s510_7_4.cnf, done, 23089, 0.0032665
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case10.cnf, done, 23089, 0.00222242
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case6.cnf, done, 23089, 0.00218748
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b11_1.cnf, done, 22982, 0.00222422
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b11_1.cnf, done, 23580, 0.00331988
/home/users/ozeyen/Benchmarks/V15/s510_15_7.cnf, done, 23523, 0.00328843
/home/users/ozeyen/Benchmarks/V15/s382_15_7.cnf, done, 23388, 0.00333482
/home/users/ozeyen/Benchmarks/V15/s420_new_15_7.cnf, done, 23523, 0.00330791
/home/users/ozeyen/Benchmarks/V3/s526_3_2.cnf, done, 23089, 0.00333665
/home/users/ozeyen/Benchmarks/V15/s420_15_7.cnf, done, 23089, 0.00328532
/home/users/ozeyen/Benchmarks/V15/s420_new1_15_7.cnf, done, 23089, 0.00324831
/home/users/ozeyen/Benchmarks/V3/s526a_3_2.cnf, done, 23089, 0.00223215
/home/users/ozeyen/Benchmarks/registerlesSwap.sk_3_10.cnf, done, 23089, 0.00218988
/home/users/ozeyen/Benchmarks/V15/s444_15_7.cnf, done, 23089, 0.00329892
/home/users/ozeyen/Benchmarks/V7/s526_7_4.cnf, done, 23527, 0.00331077
/home/users/ozeyen/Benchmarks/V7/s526a_7_4.cnf, done, 23089, 0.00326136
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case125.cnf, done, 23584, 0.00330147
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case19.cnf, done, 23089, 0.00223331
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case20.cnf, done, 23089, 0.00330244
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case35.cnf, done, 23089, 0.00326503
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case34.cnf, done, 23580, 0.00334437
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_1.cnf, done, 23089, 0.0032452
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case143.cnf, done, 23089, 0.00328206
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf, done, 23089, 0.00324699
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_1.cnf, done, 23523, 0.00334038
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case114.cnf, done, 23584, 0.00329992
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case115.cnf, done, 23584, 0.00330689
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case131.cnf, done, 23691, 0.00330924
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case116.cnf, done, 23719, 0.00327292
/home/users/ozeyen/Benchmarks/V15/s526_15_7.cnf, done, 23089, 0.00229223
/home/users/ozeyen/Benchmarks/V15/s526a_15_7.cnf, done, 23089, 0.00328936
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case140.cnf, done, 23089, 0.00221112
/home/users/ozeyen/Benchmarks/V3/s641_3_2.cnf, done, 23089, 0.00330919
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring51.cnf, done, 23711, 0.0043984
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring50.cnf, done, 23576, 0.00334595
/home/users/ozeyen/Benchmarks/V7/s641_7_4.cnf, done, 23089, 0.00330599
/home/users/ozeyen/Benchmarks/V3/s713_3_2.cnf, done, 23388, 0.00337548
/home/users/ozeyen/Benchmarks/V3/s953a_3_2.cnf, done, 23523, 0.00332593
/home/users/ozeyen/Benchmarks/V7/s713_7_4.cnf, done, 23089, 0.00330214
/home/users/ozeyen/Benchmarks/V7/s953a_7_4.cnf, done, 23658, 0.00343966
/home/users/ozeyen/Benchmarks/FMEasy/toybox2.cnf, done, 23089, 0.00216759
/home/users/ozeyen/Benchmarks/FMEasy/toybox.cnf, done, 22982, 0.00221418
/home/users/ozeyen/Benchmarks/V15/s641_15_7.cnf, done, 22982, 0.00331211
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case18.cnf, done, 23523, 0.00333209
/home/users/ozeyen/Benchmarks/V15/s713_15_7.cnf, done, 23564, 0.00330084
/home/users/ozeyen/Benchmarks/V3/s820a_3_2.cnf, done, 23523, 0.0035091
/home/users/ozeyen/Benchmarks/V3/s838_3_2.cnf, done, 23658, 0.00332387
/home/users/ozeyen/Benchmarks/V15/s953a_15_7.cnf, done, 23658, 0.00331643
/home/users/ozeyen/Benchmarks/V3/s832a_3_2.cnf, done, 23658, 0.00324362
/home/users/ozeyen/Benchmarks/V7/s820a_7_4.cnf, done, 23658, 0.00330972
/home/users/ozeyen/Benchmarks/V7/s838_7_4.cnf, done, 23658, 0.00324387
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case107.cnf, done, 23089, 0.00340809
/home/users/ozeyen/Benchmarks/V7/s832a_7_4.cnf, done, 23658, 0.00332681
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case130.cnf, done, 23662, 0.00325636
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case214.cnf, done, 23711, 0.00329191
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case213.cnf, done, 23252, 0.00440891
/home/users/ozeyen/Benchmarks/FMEasy/axTLS.cnf, done, 23547, 0.00330948
/home/users/ozeyen/Benchmarks/V15/s820a_15_7.cnf, done, 23658, 0.00327985
/home/users/ozeyen/Benchmarks/V15/s838_15_7.cnf, done, 23658, 0.00330319
/home/users/ozeyen/Benchmarks/V3/s1238a_3_2.cnf, done, 23658, 0.00325536
/home/users/ozeyen/Benchmarks/V3/s1196a_3_2.cnf, done, 23658, 0.00330743
/home/users/ozeyen/Benchmarks/V15/s832a_15_7.cnf, done, 23658, 0.00326627
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring22.cnf, done, 23719, 0.00335255
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring24.cnf, done, 23584, 0.00331328
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring20.cnf, done, 23584, 0.00439651
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring21.cnf, done, 23584, 0.00329162
/home/users/ozeyen/Benchmarks/V7/s1238a_7_4.cnf, done, 23523, 0.00328644
/home/users/ozeyen/Benchmarks/V7/s1196a_7_4.cnf, done, 23658, 0.00330524
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring23.cnf, done, 23719, 0.00331109
/home/users/ozeyen/Benchmarks/GuidanceService2.sk_2_27.cnf, done, 23662, 0.00323851
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case12.cnf, done, 23715, 0.00332991
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case144.cnf, done, 23797, 0.00325973
/home/users/ozeyen/Benchmarks/V15/s1238a_15_7.cnf, done, 23658, 0.00331825
/home/users/ozeyen/Benchmarks/V15/s1196a_15_7.cnf, done, 23658, 0.00331998
/home/users/ozeyen/Benchmarks/V3/s1423a_3_2.cnf, done, 23658, 0.00334886
/home/users/ozeyen/Benchmarks/V7/s1423a_7_4.cnf, done, 23658, 0.00342666
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b14_1.cnf, done, 23719, 0.00330249
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case207.cnf, done, 23715, 0.00326633
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case208.cnf, done, 23715, 0.00327755
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf, done, 23797, 0.00338736
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_2.cnf, done, 23797, 0.00324427
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf, done, 23662, 0.00326152
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring27.cnf, done, 23871, 0.00447723
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case50.cnf, done, 23851, 0.00442141
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case139.cnf, done, 23724, 0.00330938
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring25.cnf, done, 23715, 0.00337129
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case138.cnf, done, 23826, 0.00326627
/home/users/ozeyen/Benchmarks/V3/s1488_3_2.cnf, done, 23662, 0.00328539
/home/users/ozeyen/Benchmarks/V15/s1423a_15_7.cnf, done, 23658, 0.00325037
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case211.cnf, done, 23797, 0.00332446
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case210.cnf, done, 23805, 0.0045136
/home/users/ozeyen/Benchmarks/V7/s1488_7_4.cnf, done, 23662, 0.00341641
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring70.cnf, done, 23715, 0.00327065
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring2.cnf, done, 23855, 0.00436544
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring3.cnf, done, 23719, 0.00327938
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring5.cnf, done, 23719, 0.00330605
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring6.cnf, done, 23719, 0.00327289
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring1.cnf, done, 23719, 0.00324108
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring4.cnf, done, 23724, 0.00327177
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring26.cnf, done, 24391, 0.00872608
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case42.cnf, done, 23736, 0.00326702
/home/users/ozeyen/Benchmarks/V15/s1488_15_7.cnf, done, 23662, 0.00444685
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf, done, 23711, 0.00340086
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_ptb_1.cnf, done, 23662, 0.00330608
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring11.cnf, done, 23855, 0.00339633
/home/users/ozeyen/Benchmarks/GuidanceService.sk_4_27.cnf, done, 23797, 0.00328643
/home/users/ozeyen/Benchmarks/tableBasedAddition.sk_240_1024.cnf, done, 23089, 0.00223205
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring30.cnf, done, 23851, 0.00328804
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring28.cnf, done, 23986, 0.00447161
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case37.cnf, done, 23830, 0.00330962
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring10.cnf, done, 23851, 0.00340828
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring8.cnf, done, 24051, 0.0044237
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring29.cnf, done, 24043, 0.0043286
/home/users/ozeyen/Benchmarks/FeatureModels/am31_sim.cnf, done, 23707, 0.00328413
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_erc32.cnf, done, 23707, 0.00333114
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_leon.cnf, done, 23842, 0.00338686
/home/users/ozeyen/Benchmarks/FeatureModels/sparclite_sim.cnf, done, 23707, 0.0032778
/home/users/ozeyen/Benchmarks/FeatureModels/calm16_ceb.cnf, done, 23842, 0.00336486
/home/users/ozeyen/Benchmarks/FeatureModels/calm32_ceb.cnf, done, 23842, 0.00448301
/home/users/ozeyen/Benchmarks/FeatureModels/tx39_sim.cnf, done, 23707, 0.00325202
/home/users/ozeyen/Benchmarks/FeatureModels/psim.cnf, done, 23842, 0.00439895
/home/users/ozeyen/Benchmarks/FeatureModels/h8300h_sim.cnf, done, 23527, 0.00432225
/home/users/ozeyen/Benchmarks/FeatureModels/h8s_sim.cnf, done, 23842, 0.00329546
/home/users/ozeyen/Benchmarks/FeatureModels/fads.cnf, done, 23707, 0.00331273
/home/users/ozeyen/Benchmarks/FeatureModels/sleb.cnf, done, 23842, 0.00330323
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case209.cnf, done, 23851, 0.0033119
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case212.cnf, done, 23851, 0.00332213
/home/users/ozeyen/Benchmarks/FeatureModels/ceb_v850.cnf, done, 23842, 0.0043511
/home/users/ozeyen/Benchmarks/FeatureModels/stdeval1.cnf, done, 23707, 0.00439763
/home/users/ozeyen/Benchmarks/FeatureModels/edosk2674.cnf, done, 23707, 0.00331145
/home/users/ozeyen/Benchmarks/FeatureModels/jmr3904.cnf, done, 23842, 0.00340788
/home/users/ozeyen/Benchmarks/FeatureModels/h8max.cnf, done, 23707, 0.00331241
/home/users/ozeyen/Benchmarks/FeatureModels/cma28x.cnf, done, 23805, 0.00338386
/home/users/ozeyen/Benchmarks/FeatureModels/aki3068net.cnf, done, 23805, 0.00330512
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, done, 23805, 0.00331416
/home/users/ozeyen/Benchmarks/FeatureModels/cma230.cnf, done, 23805, 0.00339657
/home/users/ozeyen/Benchmarks/FeatureModels/aeb.cnf, done, 23670, 0.00329121
/home/users/ozeyen/Benchmarks/FeatureModels/gps4020.cnf, done, 23805, 0.0054961
/home/users/ozeyen/Benchmarks/FeatureModels/mpc50.cnf, done, 23805, 0.00438853
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, done, 23805, 0.00434863
/home/users/ozeyen/Benchmarks/FeatureModels/skmb91302.cnf, done, 23670, 0.00331628
/home/users/ozeyen/Benchmarks/FeatureModels/ref4955.cnf, done, 23805, 0.00326875
/home/users/ozeyen/Benchmarks/FeatureModels/snds.cnf, done, 23805, 0.00434688
/home/users/ozeyen/Benchmarks/FeatureModels/brutus.cnf, done, 23670, 0.00438493
/home/users/ozeyen/Benchmarks/FeatureModels/sa1100mm.cnf, done, 23805, 0.00431539
/home/users/ozeyen/Benchmarks/FeatureModels/prpmc1100.cnf, done, 23805, 0.005468
/home/users/ozeyen/Benchmarks/FeatureModels/pid.cnf, done, 23805, 0.00446701
/home/users/ozeyen/Benchmarks/FeatureModels/mb93093.cnf, done, 23805, 0.00329255
/home/users/ozeyen/Benchmarks/FeatureModels/asb.cnf, done, 23805, 0.0033111
/home/users/ozeyen/Benchmarks/FeatureModels/linux.cnf, done, 23707, 0.00329902
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips32_4kc.cnf, done, 23805, 0.00330726
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips64_5kc.cnf, done, 23805, 0.00329499
/home/users/ozeyen/Benchmarks/FeatureModels/csb281.cnf, done, 23670, 0.0032926
/home/users/ozeyen/Benchmarks/FeatureModels/excalibur_arm9.cnf, done, 26451, 0.0237289
/home/users/ozeyen/Benchmarks/FeatureModels/eb42.cnf, done, 23805, 0.00442804
/home/users/ozeyen/Benchmarks/FeatureModels/mac7100evb.cnf, done, 23805, 0.00560473
