file,deff,lp
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case17.cnf, 158, 158.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case23.cnf, 158, 158.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case59_1.cnf, 192, 192.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case64.cnf, 192, 192.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case59.cnf, 192, 192.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case58.cnf, 203, 203.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case63.cnf, 203, 203.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case4.cnf, 213, 213.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case11.cnf, 266, 266.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case43.cnf, 305, 305.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case7.cnf, 249, 249.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case45.cnf, 305, 305.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case47.cnf, 210, 210.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case21.cnf, 285, 285.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case22.cnf, 285, 285.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case51.cnf, 263, 263.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case52.cnf, 263, 263.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case53.cnf, 263, 263.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case124.cnf, 253, 253.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case112.cnf, 383, 383.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case55.cnf, 293, 293.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case38.cnf, 425, 425.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case105.cnf, 237, 237.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case8.cnf, 365, 365.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case44.cnf, 478, 478.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case46.cnf, 484, 484.00000000
/home/users/ozeyen/Benchmarks/V3/s344_3_2.cnf, 267, 267.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case68.cnf, 375, 375.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case5.cnf, 342, 342.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case1.cnf, 494, 494.00000000
/home/users/ozeyen/Benchmarks/V3/s349_3_2.cnf, 271, 271.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case201.cnf, 344, 344.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case202.cnf, 344, 344.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case106.cnf, 305, 305.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case56.cnf, 520, 520.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case54.cnf, 522, 522.00000000
/home/users/ozeyen/Benchmarks/V3/s298_3_2.cnf, 305, 305.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case108.cnf, 595, 595.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case133.cnf, 404, 404.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case136.cnf, 404, 404.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case203.cnf, 366, 366.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case204.cnf, 366, 366.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case205.cnf, 366, 366.00000000
/home/users/ozeyen/Benchmarks/V7/s344_7_4.cnf, 325, 325.00000000
/home/users/ozeyen/Benchmarks/V7/s349_7_4.cnf, 329, 329.00000000
/home/users/ozeyen/Benchmarks/V7/s298_7_4.cnf, 363, 363.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case145.cnf, 339, 339.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case146.cnf, 339, 339.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case132.cnf, 472, 472.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case135.cnf, 472, 472.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_1.cnf, 443, 443.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_1.cnf, 443, 443.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_1.cnf, 443, 443.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case39.cnf, 405, 405.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case109.cnf, 674, 674.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case41.cnf, 405, 405.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case40.cnf, 405, 405.00000000
/home/users/ozeyen/Benchmarks/V3/s382_3_2.cnf, 372, 372.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case14.cnf, 402, 402.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case119.cnf, 520, 520.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_2.cnf, 535, 535.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_2.cnf, 535, 535.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case123.cnf, 713, 713.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_2.cnf, 535, 535.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case9.cnf, 474, 474.00000000
/home/users/ozeyen/Benchmarks/V7/s382_7_4.cnf, 430, 430.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case61.cnf, 471, 471.00000000
/home/users/ozeyen/Benchmarks/V15/s344_15_7.cnf, 540, 540.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case120.cnf, 567, 567.00000000
/home/users/ozeyen/Benchmarks/V15/s349_15_7.cnf, 544, 544.00000000
/home/users/ozeyen/Benchmarks/V3/s444_3_2.cnf, 422, 422.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case110.cnf, 976, 976.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case57.cnf, 870, 870.00000000
/home/users/ozeyen/Benchmarks/V15/s298_15_7.cnf, 578, 578.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case121.cnf, 684, 684.00000000
/home/users/ozeyen/Benchmarks/V3/s420_3_2.cnf, 400, 400.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case62.cnf, 874, 874.00000000
/home/users/ozeyen/Benchmarks/V3/s420_new1_3_2.cnf, 400, 400.00000000
/home/users/ozeyen/Benchmarks/V3/s420_new_3_2.cnf, 400, 400.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case3.cnf, 816, 816.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case15.cnf, 478, 478.00000000
/home/users/ozeyen/Benchmarks/V3/s510_3_2.cnf, 470, 470.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case2.cnf, 820, 820.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case126.cnf, 827, 827.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_3.cnf, 637, 637.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_3.cnf, 637, 637.00000000
/home/users/ozeyen/Benchmarks/V7/s444_7_4.cnf, 480, 480.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_3.cnf, 637, 637.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case111.cnf, 1052, 1052.00000000
/home/users/ozeyen/Benchmarks/V7/s420_new1_7_4.cnf, 458, 458.00000000
/home/users/ozeyen/Benchmarks/V7/s420_7_4.cnf, 458, 458.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case113.cnf, 1058, 1058.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case117.cnf, 1058, 1058.00000000
/home/users/ozeyen/Benchmarks/V7/s420_new_7_4.cnf, 458, 458.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case118.cnf, 1058, 1058.00000000
/home/users/ozeyen/Benchmarks/polynomial.sk_7_25.cnf, 714, 715.00000000
/home/users/ozeyen/Benchmarks/V7/s510_7_4.cnf, 528, 528.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case10.cnf, 550, 550.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b11_1.cnf, 686, 686.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case122.cnf, 944, 944.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case6.cnf, 667, 667.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b11_1.cnf, 686, 686.00000000
/home/users/ozeyen/Benchmarks/V15/s510_15_7.cnf, 608, 608.00000000
/home/users/ozeyen/Benchmarks/V15/s420_new_15_7.cnf, 583, 583.00000000
/home/users/ozeyen/Benchmarks/V15/s382_15_7.cnf, 645, 645.00000000
/home/users/ozeyen/Benchmarks/V3/s526_3_2.cnf, 578, 578.00000000
/home/users/ozeyen/Benchmarks/V15/s420_15_7.cnf, 628, 628.00000000
/home/users/ozeyen/Benchmarks/V3/s526a_3_2.cnf, 578, 578.00000000
/home/users/ozeyen/Benchmarks/V15/s420_new1_15_7.cnf, 628, 628.00000000
/home/users/ozeyen/Benchmarks/V7/s526_7_4.cnf, 636, 636.00000000
/home/users/ozeyen/Benchmarks/V15/s444_15_7.cnf, 695, 695.00000000
/home/users/ozeyen/Benchmarks/V7/s526a_7_4.cnf, 636, 636.00000000
/home/users/ozeyen/Benchmarks/registerlesSwap.sk_3_10.cnf, 1121, 1122.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case19.cnf, 729, 729.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case20.cnf, 729, 729.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case125.cnf, 1162, 1162.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case35.cnf, 1014, 1014.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_1.cnf, 958, 958.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case34.cnf, 1188, 1188.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case143.cnf, 1165, 1165.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf, 958, 958.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_1.cnf, 958, 958.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case114.cnf, 1423, 1423.00000000
/home/users/ozeyen/Benchmarks/V15/s526_15_7.cnf, 851, 851.00000000
/home/users/ozeyen/Benchmarks/V15/s526a_15_7.cnf, 851, 851.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case115.cnf, 1423, 1423.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case131.cnf, 1398, 1398.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case116.cnf, 1443, 1443.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case140.cnf, 734, 734.00000000
/home/users/ozeyen/Benchmarks/V3/s641_3_2.cnf, 550, 550.00000000
/home/users/ozeyen/Benchmarks/V7/s641_7_4.cnf, 608, 608.00000000
/home/users/ozeyen/Benchmarks/V3/s713_3_2.cnf, 608, 608.00000000
/home/users/ozeyen/Benchmarks/V3/s953a_3_2.cnf, 782, 805.00000000
/home/users/ozeyen/Benchmarks/V7/s713_7_4.cnf, 666, 666.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring50.cnf, 1465, 1465.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring51.cnf, 1451, 1451.00000000
/home/users/ozeyen/Benchmarks/FMEasy/toybox2.cnf, 476, 476.00000000
/home/users/ozeyen/Benchmarks/V7/s953a_7_4.cnf, 840, 863.00000000
/home/users/ozeyen/Benchmarks/FMEasy/toybox.cnf, 476, 476.00000000
/home/users/ozeyen/Benchmarks/V3/s838_3_2.cnf, 816, 816.00000000
/home/users/ozeyen/Benchmarks/V3/s820a_3_2.cnf, 1029, 1029.00000000
/home/users/ozeyen/Benchmarks/V15/s641_15_7.cnf, 823, 823.00000000
/home/users/ozeyen/Benchmarks/V15/s713_15_7.cnf, 881, 881.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case18.cnf, 1236, 1236.00000000
/home/users/ozeyen/Benchmarks/V15/s953a_15_7.cnf, 1055, 1078.00000000
/home/users/ozeyen/Benchmarks/V7/s820a_7_4.cnf, 1087, 1087.00000000
/home/users/ozeyen/Benchmarks/V3/s832a_3_2.cnf, 1051, 1051.00000000
/home/users/ozeyen/Benchmarks/V7/s838_7_4.cnf, 874, 874.00000000
/home/users/ozeyen/Benchmarks/V7/s832a_7_4.cnf, 1109, 1109.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case107.cnf, 1043, 1043.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case130.cnf, 1412, 1412.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case214.cnf, 1238, 1238.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case213.cnf, 1243, 1243.00000000
/home/users/ozeyen/Benchmarks/FMEasy/axTLS.cnf, 1471, 1471.00000000
/home/users/ozeyen/Benchmarks/V15/s820a_15_7.cnf, 1302, 1302.00000000
/home/users/ozeyen/Benchmarks/V15/s838_15_7.cnf, 1089, 1089.00000000
/home/users/ozeyen/Benchmarks/V3/s1238a_3_2.cnf, 1164, 1165.00000000
/home/users/ozeyen/Benchmarks/V3/s1196a_3_2.cnf, 1115, 1116.00000000
/home/users/ozeyen/Benchmarks/V15/s832a_15_7.cnf, 1324, 1324.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring22.cnf, 1498, 1498.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring24.cnf, 1498, 1498.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring20.cnf, 1502, 1502.00000000
/home/users/ozeyen/Benchmarks/V7/s1238a_7_4.cnf, 1222, 1223.00000000
/home/users/ozeyen/Benchmarks/V7/s1196a_7_4.cnf, 1173, 1174.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring21.cnf, 1506, 1506.00000000
/home/users/ozeyen/Benchmarks/GuidanceService2.sk_2_27.cnf, 1466, 1467.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring23.cnf, 1558, 1558.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case12.cnf, 1573, 1573.00000000
/home/users/ozeyen/Benchmarks/V15/s1238a_15_7.cnf, 1437, 1438.00000000
/home/users/ozeyen/Benchmarks/V15/s1196a_15_7.cnf, 1388, 1389.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case144.cnf, 1575, 1575.00000000
/home/users/ozeyen/Benchmarks/V3/s1423a_3_2.cnf, 1111, 1111.00000000
/home/users/ozeyen/Benchmarks/V7/s1423a_7_4.cnf, 1169, 1169.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case208.cnf, 1304, 1304.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case207.cnf, 1304, 1304.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b14_1.cnf, 2188, 2188.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf, 1898, 1898.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf, 1898, 1898.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_2.cnf, 1898, 1898.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case139.cnf, 1317, 1317.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring27.cnf, 2064, 2064.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring25.cnf, 2101, 2101.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case138.cnf, 1404, 1404.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case50.cnf, 2445, 2445.00000000
/home/users/ozeyen/Benchmarks/V3/s1488_3_2.cnf, 1569, 1569.00000000
/home/users/ozeyen/Benchmarks/V15/s1423a_15_7.cnf, 1384, 1384.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case211.cnf, 2060, 2060.00000000
/home/users/ozeyen/Benchmarks/V7/s1488_7_4.cnf, 1627, 1627.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case210.cnf, 2065, 2065.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring70.cnf, 1781, 1781.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring2.cnf, 1924, 1924.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring5.cnf, 1924, 1924.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring3.cnf, 1924, 1924.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring6.cnf, 1924, 1924.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring1.cnf, 1948, 1948.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring4.cnf, 1948, 1948.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case42.cnf, 1832, 1832.00000000
/home/users/ozeyen/Benchmarks/V15/s1488_15_7.cnf, 1842, 1842.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring26.cnf, 2293, 2293.00000000
/home/users/ozeyen/Benchmarks/tableBasedAddition.sk_240_1024.cnf, -65, 0
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf, 2064, 2064.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_ptb_1.cnf, 2069, 2069.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring11.cnf, 2247, 2247.00000000
/home/users/ozeyen/Benchmarks/GuidanceService.sk_4_27.cnf, 2100, 2101.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring30.cnf, 2662, 2662.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case37.cnf, 2075, 2075.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring28.cnf, 2779, 2779.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring8.cnf, 2541, 2541.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_erc32.cnf, 1804, 1804.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring10.cnf, 2533, 2533.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/am31_sim.cnf, 1803, 1803.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/sparclite_sim.cnf, 1804, 1804.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_leon.cnf, 1804, 1804.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/calm16_ceb.cnf, 1817, 1817.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring29.cnf, 3107, 3107.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/calm32_ceb.cnf, 1817, 1817.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/tx39_sim.cnf, 1809, 1809.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/h8300h_sim.cnf, 1819, 1819.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/psim.cnf, 1814, 1814.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/fads.cnf, 1821, 1821.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/h8s_sim.cnf, 1820, 1820.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/sleb.cnf, 1821, 1821.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case209.cnf, 2288, 2288.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/ceb_v850.cnf, 1836, 1836.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/stdeval1.cnf, 1859, 1859.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/edosk2674.cnf, 1840, 1840.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case212.cnf, 2288, 2288.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/jmr3904.cnf, 1836, 1836.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/cma28x.cnf, 1847, 1847.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/h8max.cnf, 1870, 1870.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/aki3068net.cnf, 1873, 1873.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 1857, 1857.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/cma230.cnf, 2527, 2527.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/aeb.cnf, 2554, 2554.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/skmb91302.cnf, 1835, 1835.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, 1862, 1862.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/ref4955.cnf, 1881, 1881.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/gps4020.cnf, 2530, 2530.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/mpc50.cnf, 2515, 2515.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/snds.cnf, 2530, 2530.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/brutus.cnf, 2533, 2533.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/prpmc1100.cnf, 2531, 2531.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/sa1100mm.cnf, 2538, 2538.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/mb93093.cnf, 1853, 1853.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/pid.cnf, 2549, 2549.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/asb.cnf, 1850, 1850.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/linux.cnf, 1922, 1922.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/csb281.cnf, 1881, 1881.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips32_4kc.cnf, 1981, 1981.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 1980, 1980.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/frv400.cnf, 1858, 1858.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/eb42.cnf, 2545, 2545.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/mac7100evb.cnf, 2536, 2536.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/mace1.cnf, 2536, 2536.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/vads.cnf, 1995, 1995.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/ts6.cnf, 1995, 1995.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/eb40.cnf, 2576, 2576.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/eb40a.cnf, 2576, 2576.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/asb2305.cnf, 1859, 1859.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/grg.cnf, 2551, 2551.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/jtst.cnf, 2577, 2577.00000000
/home/users/ozeyen/Benchmarks/FMEasy/ecos-icse11.cnf, 1902, 1902.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/ixdp425.cnf, 2552, 2552.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/ebsa285.cnf, 2587, 2587.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/edb7xxx.cnf, 2566, 2566.00000000
/home/users/ozeyen/Benchmarks/FeatureModels/vrc4373.cnf, 1857, 1857.00000000
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_device_1_linear.cnf, 2678, 2678.00000000
