file,deff,lp
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case18.cnf, 613, 613
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case211.cnf, 1316, 1316
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case40.cnf, 273, 273
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring60.cnf, 8444, 8444
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring8.cnf, 1775, 1775
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case68.cnf, 212, 212
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_4_b14_even.cnf, 1690, 1690
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring2.cnf, 1300, 1300
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 12758, 12758
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case1.cnf, 226, 226
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case19.cnf, 424, 424
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case11.cnf, 143, 143
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case10.cnf, 320, 320
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case106.cnf, 162, 162
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring29.cnf, 1912, 1912
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case137.cnf, 19, 19
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_3.cnf, 301, 301
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case110.cnf, 482, 482
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring27.cnf, 1115, 1115
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case38.cnf, 216, 216
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring41.cnf, 5908, 5908
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf, 3404, 3404
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case115.cnf, 739, 739
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case8.cnf, 197, 197
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf, 4723, 4723
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring28.cnf, 1568, 1568
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf, 3883, 3883
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case120.cnf, 324, 324
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case14.cnf, 243, 243
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring12.cnf, 2572, 2572
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case21.cnf, 104, 104
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring16.cnf, 2932, 2932
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case64.cnf, 66, 66
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b11_1.cnf, 359, 359
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring9.cnf, 2483, 2483
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf, 1913, 1913
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case117.cnf, 524, 524
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf, 3144, 3144
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_1.cnf, 313, 313
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_2.cnf, 306, 306
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_even2.cnf, 3868, 3868
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case25.cnf, 77, 77
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case33.cnf, 46, 46
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring51.cnf, 686, 686
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case39.cnf, 273, 273
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case136.cnf, 145, 145
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case213.cnf, 963, 963
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case141.cnf, 4384, 4384
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case44.cnf, 267, 267
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring11.cnf, 1557, 1557
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case125.cnf, 426, 426
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring22.cnf, 737, 737
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case30.cnf, 77, 77
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring40.cnf, 5852, 5852
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_ptb_2.cnf, 5243, 5243
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring6.cnf, 1296, 1296
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case47.cnf, 111, 111
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case57.cnf, 376, 376
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case132.cnf, 224, 224
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case34.cnf, 498, 498
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring23.cnf, 772, 772
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_even.cnf, 1418, 1418
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring3.cnf, 1296, 1296
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case36.cnf, 44, 44
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 6487, 6487
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case22.cnf, 104, 104
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case103.cnf, 29, 29
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case135.cnf, 224, 224
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_3.cnf, 301, 301
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case202.cnf, 278, 278
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case142.cnf, 3201, 3201
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 13365, 13365
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case209.cnf, 1483, 1483
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case20.cnf, 424, 424
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_even.cnf, 1418, 1418
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf, 12758, 12758
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring21.cnf, 745, 745
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf, 816, 816
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_1.cnf, 497, 497
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case23.cnf, 56, 56
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case204.cnf, 295, 295
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf, 816, 816
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring7.cnf, 3024, 3024
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case32.cnf, 46, 46
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf, 1418, 1418
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case119.cnf, 300, 300
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case100.cnf, 34, 34
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring30.cnf, 1573, 1573
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case101.cnf, 34, 34
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case212.cnf, 1483, 1483
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case104.cnf, 3886, 3886
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case45.cnf, 153, 153
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_2.cnf, 306, 306
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case208.cnf, 1166, 1166
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case134.cnf, 19, 19
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf, 497, 497
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case59.cnf, 66, 66
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case35.cnf, 406, 406
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case140.cnf, 499, 499
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case43.cnf, 153, 153
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_2.cnf, 306, 306
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring24.cnf, 737, 737
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf, 3883, 3883
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case59_1.cnf, 66, 66
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case49.cnf, 2302, 2302
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_2.cnf, 816, 816
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case111.cnf, 519, 519
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b11_1.cnf, 359, 359
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case51.cnf, 170, 170
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case145.cnf, 207, 207
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case61.cnf, 227, 227
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case3.cnf, 393, 393
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 13365, 13365
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case6.cnf, 290, 290
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf, 1435, 1435
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case17.cnf, 56, 56
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf, 5714, 5714
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case126.cnf, 293, 293
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case108.cnf, 465, 465
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_ptb_1.cnf, 1912, 1912
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case27.cnf, 46, 46
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf, 1392, 1392
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case105.cnf, 159, 159
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case31.cnf, 46, 46
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring5.cnf, 1296, 1296
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case41.cnf, 273, 273
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_1.cnf, 313, 313
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case205.cnf, 295, 295
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring26.cnf, 1281, 1281
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case50.cnf, 1197, 1197
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_1.cnf, 497, 497
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case63.cnf, 73, 73
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case130.cnf, 762, 762
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf, 2933, 2933
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case127.cnf, 34, 34
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case24.cnf, 64, 64
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case53.cnf, 170, 170
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case133.cnf, 145, 145
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring42.cnf, 5852, 5852
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case201.cnf, 278, 278
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case139.cnf, 832, 832
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf, 2581, 2581
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring1.cnf, 1320, 1320
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case37.cnf, 1877, 1877
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring20.cnf, 741, 741
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case107.cnf, 735, 735
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case116.cnf, 739, 739
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case112.cnf, 223, 223
/home/users/ozeyen/Benchmarks/LoginService2.sk_23_36.cnf, 8697, 8697
/home/users/ozeyen/Benchmarks/UserServiceImpl.sk_8_32.cnf, 1352, 1352
/home/users/ozeyen/Benchmarks/71.sk_3_65.cnf, 1301, 1301
/home/users/ozeyen/Benchmarks/ConcreteActivityService.sk_13_28.cnf, 2146, 2146
/home/users/ozeyen/Benchmarks/30.sk_5_76.cnf, 222, 222
/home/users/ozeyen/Benchmarks/SetTest.sk_9_21.cnf, 83, 83
/home/users/ozeyen/Benchmarks/55.sk_3_46.cnf, 82, 82
/home/users/ozeyen/Benchmarks/tutorial2.sk_3_4.cnf, -2, -2
/home/users/ozeyen/Benchmarks/Pollard.sk_1_10.cnf, 16609, 16609
/home/users/ozeyen/Benchmarks/PhaseService.sk_14_27.cnf, 2146, 2146
/home/users/ozeyen/Benchmarks/tableBasedAddition.sk_240_1024.cnf, -65, -65
/home/users/ozeyen/Benchmarks/107.sk_3_90.cnf, 43, 43
/home/users/ozeyen/Benchmarks/109.sk_4_36.cnf, 74, 74
/home/users/ozeyen/Benchmarks/ActivityService2.sk_10_27.cnf, 1628, 1628
/home/users/ozeyen/Benchmarks/63.sk_3_64.cnf, 147, 147
/home/users/ozeyen/Benchmarks/doublyLinkedList.sk_8_37.cnf, 825, 825
/home/users/ozeyen/Benchmarks/LoginService.sk_20_34.cnf, 4223, 4223
/home/users/ozeyen/Benchmarks/56.sk_6_38.cnf, 113, 113
/home/users/ozeyen/Benchmarks/ProcessBean.sk_8_64.cnf, 5729, 5729
/home/users/ozeyen/Benchmarks/sort.sk_8_52.cnf, 8257, 8257
/home/users/ozeyen/Benchmarks/29.sk_3_45.cnf, 45, 45
/home/users/ozeyen/Benchmarks/7.sk_4_50.cnf, 45, 45
/home/users/ozeyen/Benchmarks/polynomial.sk_7_25.cnf, 73, 73
/home/users/ozeyen/Benchmarks/FeatureModels/integrator_arm9.cnf, 2085, 2085
/home/users/ozeyen/Benchmarks/FeatureModels/phycore.cnf, 839, 839
/home/users/ozeyen/Benchmarks/FeatureModels/iq80310.cnf, 866, 866
/home/users/ozeyen/Benchmarks/FeatureModels/pc_i82544.cnf, 849, 849
/home/users/ozeyen/Benchmarks/FeatureModels/snds.cnf, 849, 849
/home/users/ozeyen/Benchmarks/FeatureModels/prpmc1100.cnf, 820, 820
/home/users/ozeyen/Benchmarks/FeatureModels/XSEngine.cnf, 859, 859
/home/users/ozeyen/Benchmarks/FeatureModels/mbx.cnf, 818, 818
/home/users/ozeyen/Benchmarks/FeatureModels/flexanet.cnf, 905, 905
/home/users/ozeyen/Benchmarks/FeatureModels/uE250.cnf, 862, 862
/home/users/ozeyen/Benchmarks/FeatureModels/cme555.cnf, 797, 797
/home/users/ozeyen/Benchmarks/FeatureModels/eb40.cnf, 839, 839
/home/users/ozeyen/Benchmarks/FeatureModels/aaed2000.cnf, 2056, 2056
/home/users/ozeyen/Benchmarks/FeatureModels/at91sam7xek.cnf, 888, 888
/home/users/ozeyen/Benchmarks/FeatureModels/npwr.cnf, 867, 867
/home/users/ozeyen/Benchmarks/FeatureModels/sh7708.cnf, 1301, 1301
/home/users/ozeyen/Benchmarks/FeatureModels/m5272c3.cnf, 830, 830
/home/users/ozeyen/Benchmarks/FeatureModels/edosk2674.cnf, 796, 796
/home/users/ozeyen/Benchmarks/FeatureModels/assabet.cnf, 863, 863
/home/users/ozeyen/Benchmarks/FeatureModels/mcb2100.cnf, 834, 834
/home/users/ozeyen/Benchmarks/FeatureModels/vrc4375.cnf, 815, 815
/home/users/ozeyen/Benchmarks/FeatureModels/ebsa285.cnf, 913, 913
/home/users/ozeyen/Benchmarks/FeatureModels/aeb.cnf, 843, 843
/home/users/ozeyen/Benchmarks/FeatureModels/frv400.cnf, 812, 812
/home/users/ozeyen/Benchmarks/FeatureModels/e7t.cnf, 861, 861
/home/users/ozeyen/Benchmarks/FeatureModels/pc_usb_d12.cnf, 842, 842
/home/users/ozeyen/Benchmarks/FeatureModels/calm16_ceb.cnf, 763, 763
/home/users/ozeyen/Benchmarks/FeatureModels/mb93091.cnf, 829, 829
/home/users/ozeyen/Benchmarks/FeatureModels/brutus.cnf, 821, 821
/home/users/ozeyen/Benchmarks/FeatureModels/ixdp425.cnf, 860, 860
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_leon.cnf, 749, 749
/home/users/ozeyen/Benchmarks/FeatureModels/sa1100mm.cnf, 823, 823
/home/users/ozeyen/Benchmarks/FeatureModels/asb2305.cnf, 770, 770
/home/users/ozeyen/Benchmarks/FeatureModels/linux.cnf, 895, 895
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_erc32.cnf, 749, 749
/home/users/ozeyen/Benchmarks/FeatureModels/lpcmt.cnf, 834, 834
/home/users/ozeyen/Benchmarks/FeatureModels/dreamcast.cnf, 826, 826
/home/users/ozeyen/Benchmarks/FeatureModels/olpcl2294.cnf, 879, 879
/home/users/ozeyen/Benchmarks/FeatureModels/h8s_sim.cnf, 749, 749
/home/users/ozeyen/Benchmarks/FeatureModels/ec555.cnf, 797, 797
/home/users/ozeyen/Benchmarks/FeatureModels/fads.cnf, 750, 750
/home/users/ozeyen/Benchmarks/FeatureModels/smdk2410.cnf, 2013, 2013
/home/users/ozeyen/Benchmarks/FeatureModels/cerf.cnf, 903, 903
/home/users/ozeyen/Benchmarks/FeatureModels/integrator_arm7.cnf, 893, 893
/home/users/ozeyen/Benchmarks/FeatureModels/mace1.cnf, 819, 819
/home/users/ozeyen/Benchmarks/FeatureModels/picasso.cnf, 861, 861
/home/users/ozeyen/Benchmarks/FeatureModels/pati.cnf, 819, 819
/home/users/ozeyen/Benchmarks/FeatureModels/asb.cnf, 770, 770
/home/users/ozeyen/Benchmarks/FeatureModels/nano.cnf, 912, 912
/home/users/ozeyen/Benchmarks/FeatureModels/olpch2294.cnf, 838, 838
/home/users/ozeyen/Benchmarks/FeatureModels/cma28x.cnf, 765, 765
/home/users/ozeyen/Benchmarks/FeatureModels/eb55.cnf, 850, 850
/home/users/ozeyen/Benchmarks/FeatureModels/vads.cnf, 837, 837
/home/users/ozeyen/Benchmarks/FeatureModels/iq80321.cnf, 867, 867
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 830, 830
/home/users/ozeyen/Benchmarks/FeatureModels/cq7708.cnf, 1248, 1248
/home/users/ozeyen/Benchmarks/FeatureModels/eb40a.cnf, 839, 839
/home/users/ozeyen/Benchmarks/FeatureModels/h8300h_sim.cnf, 749, 749
/home/users/ozeyen/Benchmarks/FeatureModels/ts1000.cnf, 816, 816
/home/users/ozeyen/Benchmarks/FeatureModels/ea2468.cnf, 917, 917
/home/users/ozeyen/Benchmarks/FeatureModels/mpc50.cnf, 806, 806
/home/users/ozeyen/Benchmarks/FeatureModels/mb93093.cnf, 811, 811
/home/users/ozeyen/Benchmarks/FeatureModels/sleb.cnf, 754, 754
/home/users/ozeyen/Benchmarks/FeatureModels/sam7ex256.cnf, 888, 888
/home/users/ozeyen/Benchmarks/FeatureModels/eb42.cnf, 819, 819
/home/users/ozeyen/Benchmarks/FeatureModels/ceb_v850.cnf, 769, 769
/home/users/ozeyen/Benchmarks/FeatureModels/aim711.cnf, 906, 906
/home/users/ozeyen/Benchmarks/FeatureModels/cma230.cnf, 822, 822
/home/users/ozeyen/Benchmarks/FeatureModels/moab.cnf, 857, 857
/home/users/ozeyen/Benchmarks/FeatureModels/stdeval1.cnf, 786, 786
/home/users/ozeyen/Benchmarks/FeatureModels/ocelot.cnf, 813, 813
/home/users/ozeyen/Benchmarks/FeatureModels/hs7729pci.cnf, 1337, 1337
/home/users/ozeyen/Benchmarks/FeatureModels/viper.cnf, 820, 820
/home/users/ozeyen/Benchmarks/FeatureModels/am31_sim.cnf, 749, 749
/home/users/ozeyen/Benchmarks/FeatureModels/cq7750.cnf, 787, 787
/home/users/ozeyen/Benchmarks/FeatureModels/gps4020.cnf, 825, 825
/home/users/ozeyen/Benchmarks/FeatureModels/adder.cnf, 823, 823
/home/users/ozeyen/Benchmarks/FeatureModels/pc_rltk8139.cnf, 876, 876
/home/users/ozeyen/Benchmarks/FeatureModels/ipaq.cnf, 846, 846
/home/users/ozeyen/Benchmarks/FeatureModels/mac7100evb.cnf, 819, 819
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 814, 814
/home/users/ozeyen/Benchmarks/FeatureModels/adderII.cnf, 822, 822
/home/users/ozeyen/Benchmarks/FeatureModels/calm32_ceb.cnf, 763, 763
